sample_id,z1,z2,z3,z4,z5,z6
Kou01.SG,1.8197312355041504,1.9347431659698486,-0.2622058689594269,0.17562150955200195,-0.6567240953445435,-1.0697710514068604
Kou03.SG,1.503885269165039,2.4042892456054688,-0.01102910190820694,-0.18376758694648743,-0.6952558755874634,-1.2494299411773682
cay004.SG,1.984694480895996,2.2971737384796143,-0.2674335241317749,-0.2894938588142395,-0.5268767476081848,-1.088325023651123
cay007.SG,2.278465509414673,2.2513928413391113,-0.07612297683954239,-0.022853728383779526,-0.7217715382575989,-1.1375486850738525
cay008.SG,2.414731740951538,2.315962791442871,0.0998733714222908,-0.2833235263824463,-0.8489062190055847,-0.9657471179962158
cay011.SG,3.1495985984802246,2.09867262840271,-1.6663748025894165,2.4054348468780518,3.977651596069336,0.18338069319725037
cay012.SG,3.6779441833496094,4.973578453063965,-4.052023410797119,4.736852645874023,2.950786590576172,-1.1998618841171265
cay013.SG,2.3801536560058594,2.2186896800994873,-0.0631488561630249,0.1617123931646347,-0.6744003295898438,-1.0838496685028076
cay014.SG,3.058472156524658,0.9192355871200562,0.964364767074585,-4.2377777099609375,2.7612075805664062,3.1593971252441406
cay015.SG,5.249413013458252,6.542029857635498,-0.4666789770126343,-2.6508800983428955,-1.1364020109176636,-4.269052505493164
cay016.SG,-1.2937402725219727,2.6859309673309326,0.24810752272605896,-0.35675549507141113,0.48506468534469604,-0.18315166234970093
cay1820.SG,4.37064266204834,4.63466739654541,-1.699844241142273,-3.007856845855713,1.0882216691970825,-3.5716607570648193
cay022.SG,4.294503688812256,4.421363353729248,-1.5814645290374756,-3.004901170730591,1.215606451034546,-3.541433095932007
cay027.SG,3.2744264602661133,2.4615936279296875,-1.712053894996643,-1.2991465330123901,3.4715943336486816,2.678250551223755
cay033.SG,1.3428858518600464,8.366765022277832,2.3010969161987305,-0.08679328858852386,-2.413273334503174,3.2440710067749023
AV1.AG,2.4585485458374023,2.201775550842285,1.317103385925293,-0.8203670382499695,0.1471741497516632,-0.08826099336147308
AV2.AG,2.5083518028259277,2.24493408203125,1.3410016298294067,-0.8132824301719666,0.20348386466503143,-0.12284712493419647
CL102.AG,1.4360451698303223,1.8099645376205444,1.3522961139678955,0.09809946268796921,-0.7106772065162659,0.048836030066013336
CL110.AG,3.08237624168396,1.9713456630706787,-1.6969084739685059,2.574329137802124,4.014909267425537,-0.07699006050825119
CL121.AG,2.4642367362976074,2.31414794921875,-0.28853753209114075,-0.37651485204696655,-0.4874182641506195,-0.7084208130836487
CL145.AG,1.4300459623336792,2.3076601028442383,1.095359444618225,0.15984754264354706,-0.49911072850227356,0.14776548743247986
CL146.AG,1.4248496294021606,2.2128775119781494,1.0073305368423462,0.1352851688861847,-0.485413134098053,0.2625259459018707
CL151.AG,1.2677711248397827,2.2570157051086426,0.8947890400886536,0.09101633727550507,-0.5229389071464539,0.12828752398490906
CL23.AG,2.2865729331970215,2.4238104820251465,-0.4063974618911743,0.1333594024181366,-0.12292617559432983,-0.22718870639801025
CL25.AG,1.881881833076477,3.126749277114868,-0.1516786366701126,-0.219797283411026,-0.8146448135375977,-0.32479509711265564
CL30.AG,2.304047107696533,2.227163791656494,0.21725419163703918,-0.08756590634584427,-0.7768535614013672,-0.18805505335330963
CL31.AG,2.6112465858459473,2.8435747623443604,0.4894925355911255,0.04825705662369728,-0.08684831112623215,-0.45113012194633484
CL36.AG,1.288991928100586,2.4037623405456543,0.10445967316627502,-0.2231411188840866,-0.7305256128311157,-0.41285765171051025
CL38.AG,1.6936246156692505,2.7751119136810303,-0.19920819997787476,0.057338468730449677,-0.42792531847953796,-0.0852145254611969
CL47.AG,1.5215284824371338,2.528177261352539,0.41750869154930115,-0.6255218982696533,-0.6633672118186951,-0.6862431168556213
CL49.AG,1.6354273557662964,2.493117570877075,0.40571898221969604,-0.5710142850875854,-0.7174062728881836,-0.824977695941925
CL53.AG,1.5293655395507812,2.6392078399658203,0.38116955757141113,-0.7268416881561279,-0.6493525505065918,-0.5181023478507996
CL57.AG,1.4752769470214844,2.576425552368164,0.3559408485889435,-0.6389083862304688,-0.5680587887763977,-0.6649373173713684
CL63.AG,1.4441840648651123,2.3671810626983643,1.133225440979004,-0.416644424200058,0.4217063784599304,-0.40627196431159973
CL83.AG,1.5337302684783936,1.8954355716705322,1.2362639904022217,0.10737992823123932,-0.6596894264221191,0.09129459410905838
CL84.AG,1.5335869789123535,1.8771791458129883,1.205491304397583,0.11006055027246475,-0.6758968234062195,0.11253672093153
CL87.AG,1.5841370820999146,1.8529211282730103,1.2174485921859741,0.11284496635198593,-0.7604861855506897,0.04466013237833977
CL92.AG,1.5627045631408691,2.3187003135681152,1.398801326751709,-0.0634741336107254,-0.4489475190639496,0.3921484649181366
CL93.AG,1.6382653713226318,2.2080116271972656,1.4187582731246948,-0.01367340050637722,-0.5698269009590149,0.199185311794281
CL94.AG,1.4499496221542358,2.3206048011779785,0.4857638478279114,0.0066250646486878395,-0.6884296536445618,-0.33938300609588623
CL97.AG,1.5723206996917725,1.8869258165359497,1.2685315608978271,0.10706140846014023,-0.6884920597076416,0.03445069491863251
SZ12.AG,1.5568327903747559,2.207141637802124,1.1154898405075073,-0.03744775056838989,0.26096272468566895,0.20562660694122314
SZ13.AG,1.6109713315963745,2.0978074073791504,1.1397322416305542,0.07955942302942276,0.26592540740966797,0.20467637479305267
SZ14.AG,1.6033471822738647,2.0889241695404053,0.9910085201263428,-0.06662272661924362,0.24425005912780762,0.28240689635276794
SZ16.AG,1.7985212802886963,2.0378172397613525,1.1044833660125732,0.11416547745466232,0.17858722805976868,0.15851767361164093
SZ18.AG,1.5022008419036865,2.8269989490509033,-0.030813168734312057,0.02188626118004322,-0.015747684985399246,0.06894449144601822
SZ19.AG,2.0398099422454834,2.259219169616699,-0.6366884708404541,-0.6957641243934631,-0.5575648546218872,-0.7150470018386841
SZ20.AG,3.5378897190093994,0.8736568093299866,3.6736698150634766,-1.4808119535446167,0.5484882593154907,-4.671997547149658
