sample_id,coverage_observed_fraction,norm,pred_cov_from_z,pred_cov_from_z_unit
1H04.SG,0.3925506174564361,5.431592174155462,0.5602992923893453,0.5415398375612313
1H06.SG,0.5422019362449646,5.682850421498669,0.6136309651128613,0.6121350914711456
1H07.SG,0.2261087298393249,5.677594596322145,0.20900563327745658,0.2008649448152937
1H13.SG,0.5715049505233765,5.571379172066049,0.6586063691868276,0.6534327640065385
1H14.SG,0.4399020969867706,5.767345875645152,0.4867996360221696,0.48654568130939424
2H06.SG,0.0044963029213249,6.066503551212748,0.10321749096328858,0.0781452735729431
2H07.SG,0.348485380411148,5.658611348685927,0.44079159070406604,0.4454796676194519
2H10.SG,0.9982514381408693,5.446661030134641,0.8832695810817768,0.8901258898843025
2H11.SG,0.9992579221725464,5.611859240006824,0.7960079763477097,0.7958969588730724
2H17.SG,0.6903374195098877,5.747365910091332,0.7330139093078287,0.7294890522491642
2HC51961131.SG,0.4616009593009949,5.757349022719112,0.5727471371355932,0.5754304901997784
3DT16.SG,0.4796591699123382,5.699405025571405,0.5699213456682628,0.565237921748917
3DT26.SG,0.6500418186187744,5.6686915801806395,0.7354474256010235,0.7345670768966102
6DT18.SG,0.6572380065917969,5.588702055966097,0.6955763468793066,0.7006221404850521
6DT21.SG,0.6812807321548462,5.596550892194237,0.693584681788252,0.6932677063441588
6DT22.SG,0.669748842716217,5.3854609106083435,0.6936356703820366,0.6974144654238899
6DT23.SG,0.4697582125663757,5.658957330056413,0.5714913327988143,0.5737435435758016
6DT3.SG,0.8035900592803955,5.65681994168379,0.7577952250458111,0.7589918487759633
A1801.AG,0.8611668944358826,5.57836805590217,0.7980260914769133,0.7945546514607713
A1802.AG,0.6716076731681824,5.435346498736648,0.6787356278180141,0.6739622239875871
A1803.AG,0.0114743318408727,6.429766440607248,-0.00670638677036095,0.013019704060809545
A1804.AG,0.901213526725769,5.487216750748719,0.8260382181042587,0.8325770814758471
A1805.AG,0.5269628167152405,5.579711234428743,0.5682338784361036,0.5618550661690733
A1806.AG,0.7342039346694946,5.591498386124051,0.7423121283356977,0.7422061849049442
A1807.AG,0.9150958061218262,5.480919704103346,0.8430259211179418,0.8475187269923481
A1808.AG,0.0824289768934249,6.352293755735806,0.13955165407196546,0.13807521348644514
A1809.AG,0.7905172109603882,5.564797688469853,0.7373364494123962,0.7359819603884716
