run_name	n_samples	latent_dim	r2_cov_from_z	r2_cov_from_z_unit	pearson_pred_from_z	pearson_pred_from_z_unit	pearson_norm_vs_cov
SNPtoken_S7	10086	192	0.9675561805224736	0.9697409224150788	0.9836443363952614	0.9847542446798995	-0.7463816903275429
SNPtoken_MT8_feedback	10086	192	0.9634645240758601	0.9606270283253713	0.981562287415251	0.9801158239337688	0.6822557061108763
