sample_id,PC1,PC2,PC3,PC4,PC5,PC6,country,original_group_id,date_mean_bp,observed_fraction
CL145.AG,-0.10533171561888624,0.018295133448463567,-0.7328908365574,-0.9336305456422881,0.164665584323589,0.388298314117504,Italy,Italy_North_EarlyMedieval_Langobards_1_brother.CL146_son.CL151.AG,1345.0,0.7130444049835205
CL146.AG,-0.12129911231030664,0.08497421135061807,-0.7247208866482453,-1.0358083485380516,0.16451119089310934,0.38462750392604694,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,0.7226817607879639
CL151.AG,-0.10077470703076796,0.030734490924936495,-0.7219883987983875,-1.032051567469333,0.2087814865848446,0.4007986485032954,Italy,Italy_North_EarlyMedieval_Langobards_1_mother.CL145_mother.CL146.AG,1345.0,0.6262732148170471
CL23.AG,-0.04391316478066808,0.09849149343846263,-0.8356825790997284,-1.0090356751511085,0.15232481638319806,0.45249543186149005,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.736739993095398
CL25.AG,-0.05350900529674417,0.01612288526090291,-0.7903761739535355,-0.9991335326546625,0.19819515088089917,0.4381483074695691,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,0.5952297449111938
CL30.AG,-0.02289308047100574,0.024427530187143203,-0.7390331370296354,-0.9935772859922762,0.1777038492542681,0.42055605575674043,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,0.7169454097747803
CL31.AG,0.004816112985788298,0.0290259278108644,-0.64540828207904,-0.9474540389483461,0.2051589947420209,0.30765093899258933,Italy,Italy_North_EarlyMedieval_Langobards.AG,1345.0,0.694735586643219
CL36.AG,-0.07100204534153662,0.046358912220609304,-0.721526471851548,-0.9886912112888312,0.20910311377705978,0.3639520163174865,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.5851089954376221
CL38.AG,-0.05223973483977123,0.04628340234844411,-0.7040449229500557,-1.0324435045388614,0.22078740682166423,0.34666883214714905,Italy,Italy_North_EarlyMedieval_Langobards_3.AG,1345.0,0.6540215015411377
CL47.AG,-0.05583140361574,0.09317122391299404,-0.7346575054950251,-1.0567055863137325,0.19078445491414503,0.4042587878221346,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.6682322025299072
CL49.AG,-0.08234145545458708,0.06193068431020991,-0.6879337740309988,-0.9831921621923494,0.1902777530088055,0.3837472570139867,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.2650628983974457
CL53.AG,-0.07796373413980394,0.06246359428989012,-0.7063471617027844,-1.063663993608461,0.21059500853659346,0.39732298399485466,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.2829313278198242
CL57.AG,-0.06873224144278062,0.01738849045999151,-0.723600969654657,-1.0155125870295454,0.15582835715655088,0.3446937586707413,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.6720991730690002
CL63.AG,-0.10879910228567348,0.04456003319984419,-0.6580516492410855,-0.9463068273165455,0.20334920043569346,0.37089333790639806,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.7293264269828796
CL83.AG,-0.10558649941600018,0.053572618086748604,-0.7246116446083049,-0.9725698587676113,0.21545454093105323,0.32420769493484364,Italy,Italy_North_EarlyMedieval_Langobards_1_brother.CL84_son.CL87.AG,1345.0,0.6040658354759216
CL84.AG,-0.06399258591690837,0.06503820586814828,-0.7048082502916644,-0.935138852925235,0.21923514644168304,0.4066103986405757,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,0.7002967596054077
CL87.AG,-0.07985374862675738,0.049653969156870655,-0.6317817575017464,-1.0186966112703388,0.23632084343411291,0.38023546511485123,Italy,Italy_North_EarlyMedieval_Langobards_1_mother.CL83_mother.CL84_daughter.CL102.AG,1345.0,0.7402566075325012
CL92.AG,-0.14982665123950675,0.09158766110675734,-0.5785240105007777,-0.975414881201834,0.15891078679056725,0.43823667017065354,Italy,Italy_North_EarlyMedieval_Langobards_1_son.CL93.AG,1345.0,0.6477766036987305
CL93.AG,-0.11929444630889421,0.008274177471244995,-0.6603817811218762,-1.0221744826423398,0.22239298941811828,0.40485323795328104,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,0.6753789186477661
CL94.AG,-0.07106973401952413,-0.008590860151154955,-0.7721453387857333,-1.0289007015268468,0.2266253189442127,0.4153328551761316,Italy,Italy_North_EarlyMedieval_Langobards_2.AG,1345.0,0.7479126453399658
CL97.AG,-0.051890554373011925,0.02141039319916796,-0.7136322514379168,-1.0045617173450636,0.21036014732051442,0.3821736156294361,Italy,Italy_North_EarlyMedieval_Langobards_1.AG,1345.0,0.0792221948504448
SZ12.AG,1.6409965890182725,-0.5437751586064931,0.07487528455900548,0.5529258266055013,-0.12701146995686752,-1.0575281818878337,Hungary,Hungary_Langobard.AG,1442.0,0.4517722129821777
SZ13.AG,1.6613295994669548,-0.5254454052825759,0.045447929254857765,0.6129515684166272,-0.09671020310052095,-1.0116683576687797,Hungary,Hungary_Langobard_son.SZ24_father.SZ7_brother.SZ22.AG,1462.0,0.7076778411865234
SZ14.AG,1.6788731294293904,-0.48118370256098403,0.07132514589941243,0.5145369416151199,-0.06869880678990956,-1.0360079381516416,Hungary,Hungary_Langobard.AG,1442.0,0.3120461702346802
SZ16.AG,1.6150530556534302,-0.4976090286613632,0.11645469415228453,0.6095930522803951,-0.012472197997197575,-1.0429041626703788,Hungary,Hungary_Langobard.AG,1442.0,0.5609956979751587
SZ18.AG,1.6713145568770829,-0.5586722577174212,0.025775891713562385,0.5281465288778089,-0.08097152973027603,-1.0640754563526162,Hungary,Hungary_Langobard_o2.AG,1442.0,0.6223511099815369
SZ19.AG,1.6937248653963697,-0.5837660003539374,0.0028327518462817384,0.5220781141742145,-0.09259070148994208,-1.0951685677231213,Hungary,Hungary_Langobard_o1.AG,1456.0,0.6531690955162048
SZ22.AG,1.6835033055040665,-0.5417134146219924,0.0793629302141823,0.6413156136496346,-0.11066588302160324,-1.0531358975871565,Hungary,Hungary_Langobard_son.SZ24_brother.SZ22.AG,1442.0,0.5999279618263245
SZ23.AG,1.6463855624987693,-0.5739736867421413,0.06658442077111262,0.5784401050529057,-0.1035896536741822,-1.022786398933991,Hungary,Hungary_Langobard.AG,1442.0,0.6186934113502502
SZ24.AG,1.6218642177774953,-0.5445451537539995,0.11688413264574679,0.5357288563742459,-0.08659684834768168,-1.0349820626489104,Hungary,Hungary_Langobard.AG,1442.0,0.3857996761798858
SZ25.AG,1.6289094538738524,-0.5345308793143744,0.10663056123241209,0.49745967520353895,-0.02960037442869652,-1.0821849425725618,Hungary,Hungary_Langobard.AG,1442.0,0.308965116739273
SZ27.AG,1.6829813861946097,-0.43812995902104557,0.0815497385148607,0.589023608817113,-0.01773879191610755,-1.0253868455686852,Hungary,Hungary_Langobard_o2.AG,1467.0,0.7584518790245056
SZ28.AG,1.6866836527045834,-0.6147628935129211,0.08075138939899608,0.6089434602107408,-0.11737026850190069,-1.0656713097218355,Hungary,Hungary_Langobard_o2.AG,1442.0,0.6555202603340149
SZ30.AG,1.6429533833095005,-0.5679547504363273,0.04295924795504684,0.5545013970294785,-0.09781362618769546,-1.0792624448734087,Hungary,Hungary_Langobard.AG,1442.0,0.3956179022789001
SZ31.AG,1.706105236606453,-0.5288873105506874,0.06591272131069474,0.5714443223489883,-0.09244379359894969,-1.0784284091556617,Hungary,Hungary_Langobard_o1.AG,1442.0,0.1066639199852943
SZ32.AG,1.7177489483590311,-0.4737498115036666,0.034149329038792926,0.5620960102158861,-0.14420709913754778,-0.9794511548425974,Hungary,Hungary_Langobard_o1.AG,1442.0,0.6706295609474182
SZ37.AG,1.658481815419292,-0.5879593064175077,0.11048823203083206,0.5619977983057431,-0.16376567063820774,-0.993491361084176,Hungary,Hungary_Langobard_o1.AG,1430.0,0.4217660427093506
SZ38.AG,1.6892678467765256,-0.5816788304012215,0.03285554105446849,0.6344765449421513,-0.18002619621533308,-1.0953271079951725,Hungary,Hungary_Langobard.AG,1442.0,0.6284191608428955
SZ40.AG,1.7339335880765208,-0.5727744781029932,0.11678416303436545,0.5991772523386636,-0.0980632909917029,-1.0714956590114069,Hungary,Hungary_Langobard_o1.AG,1442.0,0.6284118890762329
SZ41.AG,1.6465761521936162,-0.48809322977080927,0.09943177707703489,0.5518826952155573,-0.09040850349592128,-0.963679034901929,Hungary,Hungary_Langobard.AG,1442.0,0.181651771068573
SZ42.AG,1.6691271788255755,-0.5165240812767021,0.08678165102910325,0.5945539520051686,-0.05443386039471284,-1.0791889052915533,Hungary,Hungary_Langobard.AG,1442.0,0.7213305830955505
SZ7.AG,1.6559136100256613,-0.5014693275123581,0.13188640555109032,0.6215730343133539,-0.11361020887411186,-1.0107889950441653,Hungary,Hungary_Langobard.AG,1442.0,0.6450029611587524
SZ8.AG,1.626736765291099,-0.48809497523658757,0.01858531417690332,0.5335542288509236,-0.1628260897111767,-1.0043011134411042,Hungary,Hungary_Langobard_sister.SZ14_sister.SZ6.AG,1442.0,0.1772268414497375
SZ9.AG,1.6625513148082567,-0.48003911866661075,0.11828409098442678,0.584177314053246,-0.038495751392285754,-1.0470593979103648,Hungary,Hungary_Langobard.AG,1442.0,0.700106143951416
SZ11.SG,1.6137647783848732,-0.5299989120751143,0.043455434951623906,0.5540295704948821,-0.11791018211658452,-1.0193523464577101,Hungary,Hungary_Langobard.SG,1442.0,0.99854177236557
SZ15.SG,1.5408647014589434,-0.5920251558960905,0.04014516177829317,0.5705717209733994,-0.09114098371516917,-0.9907092005191599,Hungary,Hungary_Langobard.SG,1442.0,0.9985637068748474
SZ2.SG,1.5115361947737718,-0.4954375906371605,0.11565208720687073,0.6207320008649642,-0.10343937823391766,-1.0625559423550706,Hungary,Hungary_Langobard.SG,1442.0,0.9955450296401978
SZ3.SG,1.5452156277332587,-0.45304216476742953,0.11403906976964161,0.49330996770717545,-0.03194212920657334,-0.9740933014903287,Hungary,Hungary_Langobard.SG,1442.0,0.9988759160041808
SZ4.SG,1.6148919674261393,-0.44776007119581923,0.08458334875543583,0.5287805964915527,-0.011648078359289103,-0.9659441225195756,Hungary,Hungary_Langobard.SG,1442.0,0.9988459348678588
I1895.AG,1.6715831262517618,-0.5083231089541282,0.02029192787382973,0.5999771501855555,-0.12196408657374343,-1.0385653504443066,Hungary,Hungary_MN_Vinca.AG,7195.0,0.5817238092422485
I1902.AG,1.662340689602996,-0.5177375919747369,0.053974524427752975,0.5348635640261916,-0.09796461027915239,-1.0448568509227865,Hungary,Hungary_LN_Lengyel.AG,6550.0,0.1457884013652801
I1905.AG,1.670615322862051,-0.6027983653787952,0.10666532098313886,0.5232473969390508,-0.07768883322211555,-1.072837649293121,Hungary,Hungary_LN_Lengyel.AG,6664.0,0.32721146941185
I1907.AG,1.6738778980946947,-0.5574462264387611,0.11488806721094322,0.5489782386123583,-0.1079407899176825,-1.0591864469559105,Hungary,Hungary_C_Balaton_Lasinja.AG,6183.0,0.7139722108840942
I1594.AG,-0.4053810146292416,-0.28164706772032094,-0.16494887397924604,0.2281501063625015,0.19435303492737743,0.7895031628632251,Germany,Germany_Blatterhohle_MN.AG,5140.0,0.0927784219384193
I1763.AG,-0.09638029789037447,0.07550134497673591,1.3076035422648764,0.12380391300006795,0.7416097956605846,0.17474692584648113,Ukraine,Ukraine_Mesolithic.AG,10081.0,0.7057695388793945
I1767.AG,-1.5579278447762244,-0.0813513036195986,0.06832348265701589,0.9008051601798288,-0.5955727263809099,0.5832392671506726,UnitedKingdom,England_BellBeaker_highEEF.AG,4045.0,0.618984580039978
I1770.AG,-1.5009793706872292,-0.00991451538867999,0.07273019972892497,0.9967812759881456,-0.6096011589043592,0.5739117830452503,UnitedKingdom,England_BellBeaker.AG,3950.0,0.4157952964305877
I1774.AG,-1.4832116282781365,0.045985199591608426,0.13990489598217407,0.9332410344583689,-0.5917722314652057,0.6075137579175824,UnitedKingdom,England_C_EBA.AG,3698.0,0.0839285552501678
I1775.AG,-1.5084868416103265,0.023946205031966622,0.10320262975109967,0.9240995969373288,-0.556163911972495,0.6060110183885191,UnitedKingdom,Wales_C_EBA.AG,3563.0,0.3501341938972473
I1819.AG,-0.1071465488268847,0.07569731004296734,1.3219669512876082,0.11883737127379021,0.7623457561551595,0.17873732419839417,Ukraine,Ukraine_Mesolithic.AG,10658.0,0.6912530660629272
I1836.AG,-1.133849944934333,0.5107506703201761,-2.423344009055541,-1.1565492611023125,0.09603380765302338,-1.3062937333170732,Spain,Spain_EBA.AG,3527.0,0.2469381839036941
I1838.AG,-1.1450511062932198,0.49523428649865037,-2.3650320346580855,-1.1495159183762462,0.0870422623044501,-1.2651755123520236,Spain,Spain_C.AG,5126.0,0.7065205574035645
I1840.AG,-1.1338692039165068,0.5123060122431702,-2.4082759731728975,-1.1839089928463622,0.05835239314272521,-1.2996942245033725,Spain,Spain_EBA.AG,3475.0,0.563572347164154
I1843.AG,-1.1110577439185876,0.4874884292696009,-2.384319862028381,-1.1658614609420312,0.08500281917978379,-1.2613935521903015,Spain,Spain_C.AG,4904.0,0.5500096082687378
I1887.AG,1.7567003837285646,-0.4771973871247328,0.04493131303878336,0.5376693411607745,-0.10056098474970428,-1.0386293154289576,Hungary,Hungary_MN_Vinca.AG,7150.0,0.3242779970169067
I1889.AG,1.6778439141877,-0.4509088816769696,0.04419519413073142,0.529431078734933,-0.08683522512751793,-1.016420509234971,Hungary,Hungary_MN_Vinca.AG,6943.0,0.3360118567943573
I1890.AG,1.7160347360823651,-0.5839127330638958,0.06732066961060278,0.5601595977766061,-0.09307885231526908,-1.0608227770491945,Hungary,Hungary_LN_Sopot.AG,6875.0,0.0868652611970901
I1891.AG,1.7085715762033622,-0.6261483077125609,0.08650125109065393,0.5670056254057071,-0.08271366655149394,-1.0508208891140522,Hungary,Hungary_LN_Sopot.AG,6913.0,0.3553368747234344
I1896.AG,1.6949919403751796,-0.5394571392812595,0.1247255552296763,0.5523591445259043,-0.10235517219635917,-0.9904936900764201,Hungary,Hungary_MN_Vinca.AG,7190.0,0.2096879780292511
I1899.AG,1.671969085300481,-0.48957244038044534,0.03663908438738,0.5899708513331938,-0.09197772523207676,-0.9653154206904963,Hungary,Hungary_LN_Lengyel.AG,6550.0,0.2744415402412414
I1900.AG,1.6797120573254982,-0.5834974078346495,0.09448907214701155,0.5110588474193853,-0.03526979952321591,-0.9790350288288818,Hungary,Hungary_LN_Lengyel.AG,6686.0,0.0520959645509719
I1901.AG,1.6530697738076385,-0.521760355958677,0.1094754153792569,0.5787827171757212,-0.08102183082085067,-1.0157034055931398,Hungary,Hungary_LN_Lengyel.AG,6550.0,0.4171715974807739
I1903.AG,1.6392172297639187,-0.5644923156359993,0.06611514448797849,0.509817775429277,-0.1819096662397199,-1.069996765635984,Hungary,Hungary_LN_Lengyel_son.I10619.son.I10624.halfbro.I10620.halfbro.I10621.AG,6550.0,0.5004732012748718
I1906.AG,1.6520656944059646,-0.51385423369067,0.08623439208420916,0.5031415317304814,-0.07364598133474196,-0.9916607166991771,Hungary,Hungary_LN_Lengyel.AG,6550.0,0.3822733461856842
I1908.AG,1.6837767377941226,-0.5282888742281949,0.0578027430022352,0.5294626452950778,-0.09691259916939704,-1.0288280026529248,Hungary,Hungary_C_Balaton_Lasinja.AG,6050.0,0.4670931994915008
I1909.AG,1.638823976176441,-0.5507968969858871,0.07054212040473143,0.5651861671126079,-0.04744743379983787,-0.9912660453543376,Hungary,Hungary_C_Balaton_Lasinja.AG,6086.0,0.4214700162410736
I1972.AG,-1.1108626543748565,0.45364284765761204,-2.334156450294853,-1.0994038085001905,0.08371245608230028,-1.2142218451547107,Spain,Spain_EN.AG,6703.0,0.3159536719322204
I1975.AG,-1.1827074671015307,0.5035200261579723,-2.4257204572726203,-1.1100675881698914,0.05911463452835247,-1.2633720941627176,Spain,Spain_C.AG,4927.0,0.0911474600434303
I0166.AG,-0.3115611098602096,-0.3266939822824781,-0.24427660572283583,0.30029925831646576,0.13980035070131974,0.8046266423305892,Germany,Germany_N.AG,6400.0,0.1010573282837867
I2020.AG,-0.33238796910406615,-0.3745002471050167,-0.22040628757592315,0.26736608436776943,0.15748711481801017,0.7865489796310134,Germany,Germany_EN_LBK_1d.or.2d.rel.I1550.AG,7125.0,0.0556336380541324
I2403.AG,-0.1893812017120473,0.4003631564539839,1.8612062905938347,-0.48472990588099674,-0.22246334015491276,-0.4960664712207944,Poland,Poland_GlobularAmphora.AG,4667.0,0.2480614632368087
I2417.AG,-1.4570349966772513,0.08197728794630506,0.21086522524013634,0.9384803251931106,-0.5656740493278921,0.5833672883271646,UnitedKingdom,England_BellBeaker_lowEEF.AG,4250.0,0.7018920183181763
I2428.AG,1.3370767344052,-0.2825434815655919,-0.30435088780075625,0.6822150187402982,0.4387771827429243,0.33655872127178893,Bulgaria,Bulgaria_Chalcolithic.AG,6400.0,0.0645118877291679
I2458.AG,-1.4842355333087534,0.05522492561002138,0.030062587070670634,0.9820934248892295,-0.6044038740482589,0.6794889443542074,UnitedKingdom,England_MBA_highEEF.AG,3331.0,0.6934395432472229
I2461.AG,-1.4298304129726578,0.06279992076812764,0.1179990532263736,0.8873515809174687,-0.5560728057672409,0.6193215843355382,UnitedKingdom,England_C_EBA.AG,3975.0,0.6595818400382996
I2462.AG,-1.4371646528636906,-0.008351873618896336,0.05946647932671562,0.8900747835821358,-0.4788848846377713,0.5991409898800301,UnitedKingdom,England_Thanet_Chalcolithic_EBA_highEEF.AG,3942.0,0.6981580853462219
I2470.AG,-1.1012288005949713,0.4810707795401952,-2.3697372515291515,-1.0583522399649818,0.10030648799556596,-1.2462319528602914,Spain,Spain_MBA.AG,3275.0,0.3494529128074646
I2477.AG,-0.01835807888724373,0.08026369039881555,-0.7220071362342251,-0.9810655058084907,0.20383321268645152,0.40328479997546307,Italy,Italy_North_BellBeaker_2.AG,4015.0,0.6703886985778809
I2509.AG,1.3095376723147842,-0.2717862211659117,-0.3084073461492662,0.6824747355813987,0.4409741872166807,0.3096985280305083,Bulgaria,Bulgaria_Dzhulyunitsa_Chalcolithic.AG,6350.0,0.7321252822875977
I2510.AG,1.3367244467949915,-0.2928834089386238,-0.32098123206495355,0.6916413186678031,0.4534989201788618,0.28517916594635445,Bulgaria,Bulgaria_Dzhulyunitsa_EBA_o1.AG,4794.0,0.6958498954772949
I2519.AG,1.3187047194475112,-0.27778306134015085,-0.30929862834815575,0.6798568949998667,0.450919335454088,0.3325116953602939,Bulgaria,Bulgaria_Chalcolithic.AG,6237.0,0.6518568992614746
I2520.AG,1.3206792937392768,-0.2886405103394586,-0.30522222459294274,0.6839540065980547,0.4541581209192964,0.31793200135535726,Bulgaria,Bulgaria_Dzhulyunitsa_EBA.AG,5153.0,0.6738030910491943
I2525.AG,1.334324475089882,-0.26490225698093056,-0.2948240875803817,0.6539553416282889,0.4371879483471357,0.2893231807362935,Bulgaria,Bulgaria_Medieval_oEastAsia.AG,1014.0,0.7244579195976257
I2530.AG,1.3475864970877733,-0.6430686968612163,-0.6550610440253816,0.28839745223073343,-0.33125281375978516,1.3755332311085717,NorthMacedonia,NorthMacedonia_Medieval.AG,915.0,0.5797652006149292
I2532.AG,1.2845463048554466,-0.6113091175097259,0.3719137400915402,-0.3451970088365076,0.20802173956514255,0.01985291282179046,Romania,Romania_Eneolithic_oEEF.AG,7614.0,0.5997381806373596
I2533.AG,1.251800174399375,-0.6135204778305372,0.3478590373024072,-0.3712162467260127,0.17458085075100968,0.006186642542263945,Romania,Romania_Eneolithic_oEEF.AG,7371.0,0.6542778015136719
I2534.AG,1.2137356610180172,-0.626667480856956,0.41516654832650274,-0.38987952302882123,0.20736875942707111,-0.006392803790235834,Romania,Romania_MaguraBuduiasca_Mesolithic.AG,7670.0,0.3632248938083648
I2566.AG,-1.4164903155025812,-0.05345536373306269,0.13136453258788358,0.87391614672758,-0.642136713219085,0.5811777619889918,UnitedKingdom,England_C_EBA.AG,4078.0,0.4140532314777374
I2567.AG,-1.4409007064175454,-0.008895154752977766,0.14742270647154052,0.9347275907807624,-0.5998583533410042,0.5899055521204908,UnitedKingdom,Scotland_C_EBA.AG,4018.0,0.5018649697303772
I2568.AG,-1.4724037067705154,0.08162185696152346,0.09075971933287577,0.8947241856790629,-0.5816020136167769,0.5554226754053216,UnitedKingdom,Scotland_C_EBA_mediumhighEEF.AG,4113.0,0.4856307208538055
I2573.AG,-1.4994894232452507,-0.010271998540640452,0.06187793686002256,0.9967336163250823,-0.5835934845679778,0.6236232092259357,UnitedKingdom,Scotland_MBA.AG,3361.0,0.5252709984779358
I2596.AG,-1.4949164953611804,0.06755150280798394,0.13513801819196458,0.9266272140804875,-0.6205652491296962,0.5775781156234082,UnitedKingdom,England_C_EBA_lowEEF_father.or.son.I2597.AG,4086.0,0.4483294188976288
I2600.AG,-1.512736969501607,0.012168525319212975,0.11655695909972756,0.9668404451415958,-0.6310437008346523,0.5373895529849396,UnitedKingdom,England_C_EBA_daughter.I2457.AG,3970.0,0.4516473114490509
I2601.AG,-1.4335916797494201,0.04568046596498075,0.11765278705813184,0.8508937322647186,-0.6407611761149339,0.5929187269978954,UnitedKingdom,England_Thanet_Chalcolithic_EBA.AG,3808.0,0.4294666945934295
I2602.AG,-1.5139731749602519,-0.09098644559335729,0.09210932691282478,0.9970198498117021,-0.54731076907102,0.5797564332879012,UnitedKingdom,England_Thanet_Chalcolithic_EBA.AG,3762.0,0.5470007061958313
I2605.AG,-1.5131570530130085,-0.01920307045181434,0.017132493480294792,0.9145728184906021,-0.5577157823451757,0.613874492569111,UnitedKingdom,England_N.AG,5397.0,0.5235922336578369
I2609.AG,-1.485723554348976,-3.803684736722876e-05,0.12634493111364503,0.9137809528948588,-0.5500515965384385,0.5924499703516681,UnitedKingdom,England_C_EBA.AG,3848.0,0.238864466547966
I2610.AG,-1.483898117615253,-0.03796213266266999,0.015890631410540056,0.8698896975153552,-0.6442510673445617,0.581533837103458,UnitedKingdom,England_C_EBA.AG,3783.0,0.0694672316312789
I2618.AG,-1.4945641217130874,-0.011654790631751327,0.10252881841883604,1.0353038755898514,-0.5981625146816026,0.681411739932813,UnitedKingdom,England_C_EBA.AG,3993.0,0.5481426119804382
I2630.AG,-1.5075491175094293,0.018556805241165018,-0.030809023200006776,0.8733517333143661,-0.5965993814813145,0.563004477515157,UnitedKingdom,Scotland_N.AG,4471.0,0.7873890995979309
I2631.AG,-1.5152759061362748,0.0044008181089479695,-0.008281203275001979,0.9368498786435693,-0.5770955287369495,0.5659755484491226,UnitedKingdom,Scotland_N.AG,4957.0,0.737763524055481
I2633.AG,-1.5437621057156965,0.027670848553578827,0.11048218127058491,0.9734540515283578,-0.6660638942234022,0.6239121722107465,UnitedKingdom,Scotland_N.AG,5639.0,0.6187501549720764
I2635.AG,-1.5095233928602771,0.07568585514524925,0.13134932071305966,0.90760521793779,-0.5413913994045195,0.52943148234363,UnitedKingdom,Scotland_N.AG,5523.0,0.6454757452011108
I2637.AG,-1.522073027852902,0.01722889440684402,0.07791943278360257,0.8512956428690687,-0.596064849182911,0.5873902524707466,UnitedKingdom,Scotland_N.AG,5375.0,0.7142479419708252
I2639.AG,-1.4386204033691226,-0.028025106860290003,0.04650898701514705,0.9456242914799846,-0.5856655502163843,0.5768071688896389,UnitedKingdom,England_MBA.AG,3430.0,0.4963645935058594
I2650.AG,-1.530317121601995,0.014480050987828777,-0.0338045801269879,0.9604276029855711,-0.5787166853004524,0.5505163129100707,UnitedKingdom,Scotland_N.AG,5375.0,0.651766836643219
I2651.AG,-1.565405472214102,0.06428749977532355,0.0698609677856455,0.8553504388313785,-0.5418560814911575,0.5888458401888946,UnitedKingdom,Scotland_N.AG,5160.0,0.6575186252593994
I2653.AG,-1.4202097127327598,-0.048034910232719635,0.00868343364091954,0.8968486597587324,-0.6269405150964842,0.5864288378847158,UnitedKingdom,Scotland_MBA.AG,3224.0,0.487479031085968
I2654.AG,-1.5251355384379692,-0.018295387782715763,0.0634882976222645,0.980875501007234,-0.5869498551728198,0.6577215039715408,UnitedKingdom,Scotland_MBA.AG,3287.0,0.4455914199352264
I2655.AG,-1.550635413307803,-0.0009176467687103022,0.054038239739276045,0.93067800162959,-0.5994885175440307,0.6316970917175793,UnitedKingdom,Scotland_MBA.AG,3311.0,0.7056072950363159
I2659.AG,-1.5421869382644902,-0.09030323264922971,-0.0467071155884145,0.8901202249864604,-0.5918949129724177,0.5816714919861101,UnitedKingdom,Scotland_N.AG,5637.0,0.6755038499832153
I2660.AG,-1.5766245494464382,0.05465152777249158,-0.036618029039111585,0.8377114085507329,-0.6505189381648276,0.5694426777534364,UnitedKingdom,Scotland_N_mediumlowEEF.AG,5394.0,0.695428192615509
I2691.AG,-1.5241020373852667,-0.02878383054775901,-0.028533831944060752,0.8707533046920504,-0.5440540195035766,0.49609122291873226,UnitedKingdom,Scotland_N_mediumlowEEF.AG,5613.0,0.6664244532585144
I2692.AG,-1.6285546282195271,-0.04447520841954501,0.045023635070786376,0.9970542157818658,-0.5737462690557142,0.5854992564245334,UnitedKingdom,Scotland_EIA.AG,2436.0,0.5501320958137512
I2693.AG,-1.5289861700783338,0.010907680232294404,0.07954358218158233,0.9821055453772021,-0.6356542945471647,0.6321681070172689,UnitedKingdom,Scotland_LIA.AG,2060.0,0.2803157866001129
I2694.AG,-1.4908231675532202,-0.06575253787993728,-0.057461653870607775,0.9964412123440076,-0.5753065029932117,0.6894813392101743,UnitedKingdom,Scotland_MIA_LIA.AG,2202.0,0.6620230078697205
