sample_id	observed_fraction	country	original_group_id	date_mean_bp
Kou01.SG	0.8861277103424072	Greece	Greece_Koufonisi_Cycladic_EBA.SG	4250.0
Kou03.SG	0.9077820181846619	Greece	Greece_Koufonisi_Cycladic_EBA.SG	4250.0
cay004.SG	0.07122147083282471	Turkey	Turkey_Southeast_Cayonu_PPN.SG	8396.0
cay007.SG	0.3812960684299469	Turkey	Turkey_Southeast_Cayonu_PPN.SG	9375.0
cay008.SG	0.07924896478652954	Turkey	Turkey_Southeast_Cayonu_PPN.SG	8641.0
cay013.SG	0.13208457827568054	Turkey	Turkey_Southeast_Cayonu_PPN.SG	8591.0
AV1.AG	0.6938337087631226	Hungary	Hungary_Avar_5.AG	1360.0
AV2.AG	0.6670691967010498	Hungary	Hungary_Avar_5_daughter.or.mother.AV1.AG	1348.0
CL102.AG	0.35761991143226624	Italy	Italy_North_EarlyMedieval_Langobards_o1.AG	1345.0
CL121.AG	0.7398089170455933	Italy	Italy_North_EarlyMedieval_Langobards_o3.AG	1345.0
CL145.AG	0.7130444049835205	Italy	Italy_North_EarlyMedieval_Langobards_1_brother.CL146_son.CL151.AG	1345.0
CL146.AG	0.7226817607879639	Italy	Italy_North_EarlyMedieval_Langobards_1.AG	1345.0
CL151.AG	0.6262732148170471	Italy	Italy_North_EarlyMedieval_Langobards_1_mother.CL145_mother.CL146.AG	1345.0
CL23.AG	0.736739993095398	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL25.AG	0.5952297449111938	Italy	Italy_North_EarlyMedieval_Langobards_3.AG	1345.0
CL30.AG	0.7169454097747803	Italy	Italy_North_EarlyMedieval_Langobards_3.AG	1345.0
CL31.AG	0.694735586643219	Italy	Italy_North_EarlyMedieval_Langobards.AG	1345.0
CL36.AG	0.5851089954376221	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL38.AG	0.6540215015411377	Italy	Italy_North_EarlyMedieval_Langobards_3.AG	1345.0
CL47.AG	0.6682322025299072	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL49.AG	0.2650628983974457	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL53.AG	0.2829313278198242	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL57.AG	0.6720991730690002	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL63.AG	0.7293264269828796	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL83.AG	0.6040658354759216	Italy	Italy_North_EarlyMedieval_Langobards_1_brother.CL84_son.CL87.AG	1345.0
CL84.AG	0.7002967596054077	Italy	Italy_North_EarlyMedieval_Langobards_1.AG	1345.0
CL87.AG	0.7402566075325012	Italy	Italy_North_EarlyMedieval_Langobards_1_mother.CL83_mother.CL84_daughter.CL102.AG	1345.0
CL92.AG	0.6477766036987305	Italy	Italy_North_EarlyMedieval_Langobards_1_son.CL93.AG	1345.0
CL93.AG	0.6753789186477661	Italy	Italy_North_EarlyMedieval_Langobards_1.AG	1345.0
CL94.AG	0.7479126453399658	Italy	Italy_North_EarlyMedieval_Langobards_2.AG	1345.0
CL97.AG	0.0792221948504448	Italy	Italy_North_EarlyMedieval_Langobards_1.AG	1345.0
SZ12.AG	0.45177221298217773	Hungary	Hungary_Langobard.AG	1442.0
SZ13.AG	0.7076778411865234	Hungary	Hungary_Langobard_son.SZ24_father.SZ7_brother.SZ22.AG	1462.0
SZ14.AG	0.3120461702346802	Hungary	Hungary_Langobard.AG	1442.0
SZ16.AG	0.5609956979751587	Hungary	Hungary_Langobard.AG	1442.0
SZ18.AG	0.6223511099815369	Hungary	Hungary_Langobard_o2.AG	1442.0
SZ19.AG	0.6531690955162048	Hungary	Hungary_Langobard_o1.AG	1456.0
SZ22.AG	0.5999279618263245	Hungary	Hungary_Langobard_son.SZ24_brother.SZ22.AG	1442.0
SZ23.AG	0.6186934113502502	Hungary	Hungary_Langobard.AG	1442.0
SZ24.AG	0.38579967617988586	Hungary	Hungary_Langobard.AG	1442.0
SZ25.AG	0.30896511673927307	Hungary	Hungary_Langobard.AG	1442.0
SZ27.AG	0.7584518790245056	Hungary	Hungary_Langobard_o2.AG	1467.0
SZ28.AG	0.6555202603340149	Hungary	Hungary_Langobard_o2.AG	1442.0
SZ30.AG	0.39561790227890015	Hungary	Hungary_Langobard.AG	1442.0
SZ31.AG	0.10666391998529434	Hungary	Hungary_Langobard_o1.AG	1442.0
SZ32.AG	0.6706295609474182	Hungary	Hungary_Langobard_o1.AG	1442.0
SZ37.AG	0.4217660427093506	Hungary	Hungary_Langobard_o1.AG	1430.0
SZ38.AG	0.6284191608428955	Hungary	Hungary_Langobard.AG	1442.0
SZ40.AG	0.6284118890762329	Hungary	Hungary_Langobard_o1.AG	1442.0
SZ41.AG	0.181651771068573	Hungary	Hungary_Langobard.AG	1442.0
SZ42.AG	0.7213305830955505	Hungary	Hungary_Langobard.AG	1442.0
SZ7.AG	0.6450029611587524	Hungary	Hungary_Langobard.AG	1442.0
SZ8.AG	0.17722684144973755	Hungary	Hungary_Langobard_sister.SZ14_sister.SZ6.AG	1442.0
SZ9.AG	0.700106143951416	Hungary	Hungary_Langobard.AG	1442.0
SZ11.SG	0.9985417723655701	Hungary	Hungary_Langobard.SG	1442.0
SZ15.SG	0.9985637068748474	Hungary	Hungary_Langobard.SG	1442.0
SZ2.SG	0.9955450296401978	Hungary	Hungary_Langobard.SG	1442.0
SZ3.SG	0.9988759160041809	Hungary	Hungary_Langobard.SG	1442.0
SZ4.SG	0.9988459348678589	Hungary	Hungary_Langobard.SG	1442.0
I1895.AG	0.5817238092422485	Hungary	Hungary_MN_Vinca.AG	7195.0
I1902.AG	0.14578840136528015	Hungary	Hungary_LN_Lengyel.AG	6550.0
I1905.AG	0.32721146941185	Hungary	Hungary_LN_Lengyel.AG	6664.0
I1907.AG	0.7139722108840942	Hungary	Hungary_C_Balaton_Lasinja.AG	6183.0
I1594.AG	0.09277842193841934	Germany	Germany_Blatterhohle_MN.AG	5140.0
I1763.AG	0.7057695388793945	Ukraine	Ukraine_Mesolithic.AG	10081.0
I1767.AG	0.618984580039978	UnitedKingdom	England_BellBeaker_highEEF.AG	4045.0
I1770.AG	0.41579529643058777	UnitedKingdom	England_BellBeaker.AG	3950.0
I1774.AG	0.08392855525016785	UnitedKingdom	England_C_EBA.AG	3698.0
I1775.AG	0.3501341938972473	UnitedKingdom	Wales_C_EBA.AG	3563.0
I1819.AG	0.6912530660629272	Ukraine	Ukraine_Mesolithic.AG	10658.0
I1836.AG	0.24693818390369415	Spain	Spain_EBA.AG	3527.0
I1838.AG	0.7065205574035645	Spain	Spain_C.AG	5126.0
I1840.AG	0.563572347164154	Spain	Spain_EBA.AG	3475.0
I1843.AG	0.5500096082687378	Spain	Spain_C.AG	4904.0
I1887.AG	0.32427799701690674	Hungary	Hungary_MN_Vinca.AG	7150.0
I1889.AG	0.3360118567943573	Hungary	Hungary_MN_Vinca.AG	6943.0
I1890.AG	0.08686526119709015	Hungary	Hungary_LN_Sopot.AG	6875.0
I1891.AG	0.35533687472343445	Hungary	Hungary_LN_Sopot.AG	6913.0
I1896.AG	0.2096879780292511	Hungary	Hungary_MN_Vinca.AG	7190.0
I1899.AG	0.27444154024124146	Hungary	Hungary_LN_Lengyel.AG	6550.0
I1900.AG	0.052095964550971985	Hungary	Hungary_LN_Lengyel.AG	6686.0
I1901.AG	0.4171715974807739	Hungary	Hungary_LN_Lengyel.AG	6550.0
I1903.AG	0.5004732012748718	Hungary	Hungary_LN_Lengyel_son.I10619.son.I10624.halfbro.I10620.halfbro.I10621.AG	6550.0
I1906.AG	0.3822733461856842	Hungary	Hungary_LN_Lengyel.AG	6550.0
I1908.AG	0.46709319949150085	Hungary	Hungary_C_Balaton_Lasinja.AG	6050.0
I1909.AG	0.4214700162410736	Hungary	Hungary_C_Balaton_Lasinja.AG	6086.0
I1972.AG	0.31595367193222046	Spain	Spain_EN.AG	6703.0
I1975.AG	0.09114746004343033	Spain	Spain_C.AG	4927.0
I0166.AG	0.10105732828378677	Germany	Germany_N.AG	6400.0
I2020.AG	0.05563363805413246	Germany	Germany_EN_LBK_1d.or.2d.rel.I1550.AG	7125.0
I2403.AG	0.24806146323680878	Poland	Poland_GlobularAmphora.AG	4667.0
I2417.AG	0.7018920183181763	UnitedKingdom	England_BellBeaker_lowEEF.AG	4250.0
I2428.AG	0.06451188772916794	Bulgaria	Bulgaria_Chalcolithic.AG	6400.0
I2458.AG	0.6934395432472229	UnitedKingdom	England_MBA_highEEF.AG	3331.0
I2461.AG	0.6595818400382996	UnitedKingdom	England_C_EBA.AG	3975.0
I2462.AG	0.6981580853462219	UnitedKingdom	England_Thanet_Chalcolithic_EBA_highEEF.AG	3942.0
I2470.AG	0.3494529128074646	Spain	Spain_MBA.AG	3275.0
I2477.AG	0.6703886985778809	Italy	Italy_North_BellBeaker_2.AG	4015.0
I2509.AG	0.7321252822875977	Bulgaria	Bulgaria_Dzhulyunitsa_Chalcolithic.AG	6350.0
I2510.AG	0.6958498954772949	Bulgaria	Bulgaria_Dzhulyunitsa_EBA_o1.AG	4794.0
I2519.AG	0.6518568992614746	Bulgaria	Bulgaria_Chalcolithic.AG	6237.0
I2520.AG	0.6738030910491943	Bulgaria	Bulgaria_Dzhulyunitsa_EBA.AG	5153.0
I2525.AG	0.7244579195976257	Bulgaria	Bulgaria_Medieval_oEastAsia.AG	1014.0
I2530.AG	0.5797652006149292	NorthMacedonia	NorthMacedonia_Medieval.AG	915.0
I2532.AG	0.5997381806373596	Romania	Romania_Eneolithic_oEEF.AG	7614.0
I2533.AG	0.6542778015136719	Romania	Romania_Eneolithic_oEEF.AG	7371.0
I2534.AG	0.36322489380836487	Romania	Romania_MaguraBuduiasca_Mesolithic.AG	7670.0
I2566.AG	0.4140532314777374	UnitedKingdom	England_C_EBA.AG	4078.0
I2567.AG	0.5018649697303772	UnitedKingdom	Scotland_C_EBA.AG	4018.0
I2568.AG	0.48563072085380554	UnitedKingdom	Scotland_C_EBA_mediumhighEEF.AG	4113.0
I2573.AG	0.5252709984779358	UnitedKingdom	Scotland_MBA.AG	3361.0
I2596.AG	0.4483294188976288	UnitedKingdom	England_C_EBA_lowEEF_father.or.son.I2597.AG	4086.0
I2600.AG	0.4516473114490509	UnitedKingdom	England_C_EBA_daughter.I2457.AG	3970.0
I2601.AG	0.42946669459342957	UnitedKingdom	England_Thanet_Chalcolithic_EBA.AG	3808.0
I2602.AG	0.5470007061958313	UnitedKingdom	England_Thanet_Chalcolithic_EBA.AG	3762.0
I2605.AG	0.5235922336578369	UnitedKingdom	England_N.AG	5397.0
I2609.AG	0.238864466547966	UnitedKingdom	England_C_EBA.AG	3848.0
I2610.AG	0.06946723163127899	UnitedKingdom	England_C_EBA.AG	3783.0
I2618.AG	0.5481426119804382	UnitedKingdom	England_C_EBA.AG	3993.0
I2630.AG	0.7873890995979309	UnitedKingdom	Scotland_N.AG	4471.0
I2631.AG	0.737763524055481	UnitedKingdom	Scotland_N.AG	4957.0
I2633.AG	0.6187501549720764	UnitedKingdom	Scotland_N.AG	5639.0
I2635.AG	0.6454757452011108	UnitedKingdom	Scotland_N.AG	5523.0
I2637.AG	0.7142479419708252	UnitedKingdom	Scotland_N.AG	5375.0
I2639.AG	0.4963645935058594	UnitedKingdom	England_MBA.AG	3430.0
I2650.AG	0.651766836643219	UnitedKingdom	Scotland_N.AG	5375.0
I2651.AG	0.6575186252593994	UnitedKingdom	Scotland_N.AG	5160.0
I2653.AG	0.487479031085968	UnitedKingdom	Scotland_MBA.AG	3224.0
I2654.AG	0.44559141993522644	UnitedKingdom	Scotland_MBA.AG	3287.0
I2655.AG	0.7056072950363159	UnitedKingdom	Scotland_MBA.AG	3311.0
I2659.AG	0.6755038499832153	UnitedKingdom	Scotland_N.AG	5637.0
I2660.AG	0.695428192615509	UnitedKingdom	Scotland_N_mediumlowEEF.AG	5394.0
I2691.AG	0.6664244532585144	UnitedKingdom	Scotland_N_mediumlowEEF.AG	5613.0
I2692.AG	0.5501320958137512	UnitedKingdom	Scotland_EIA.AG	2436.0
I2693.AG	0.2803157866001129	UnitedKingdom	Scotland_LIA.AG	2060.0
I2694.AG	0.6620230078697205	UnitedKingdom	Scotland_MIA_LIA.AG	2202.0
I2695.AG	0.3886966407299042	UnitedKingdom	Scotland_MIA_LIA.AG	2208.0
I2696.AG	0.5445278882980347	UnitedKingdom	Scotland_MIA_LIA.AG	2165.0
I2739.AG	0.6357816457748413	Hungary	Hungary_MN_LBK.AG	7077.0
I2741.AG	0.7381017208099365	Hungary	Hungary_EBA_BellBeaker.AG	4245.0
I2743.AG	0.2198638617992401	Hungary	Hungary_MN_AVK_Szakalhat.AG	7050.0
I2744.AG	0.25547096133232117	Hungary	Hungary_MN_AVK_Szakalhat.AG	7050.0
I2745.AG	0.17189761996269226	Hungary	Hungary_MN_AVK_Szakalhat.AG	7050.0
I2746.AG	0.09041186422109604	Hungary	Hungary_LN_Tisza.AG	6700.0
I2752.AG	0.44472360610961914	Hungary	Hungary_LateC_Baden.AG	5175.0
I2753.AG	0.7356629371643066	Hungary	Hungary_LateC_Baden.AG	5085.0
I2754.AG	0.2773823142051697	Hungary	Hungary_LateC_Baden.AG	5140.0
I2783.AG	0.5518498420715332	Hungary	Hungary_Hunyadihalom_MCHA.AG	6010.0
I2785.AG	0.4965503215789795	Hungary	Hungary_LateC_Baden.AG	5175.0
I2787.AG	0.5681140422821045	Hungary	Hungary_EBA_BellBeaker.AG	4254.0
I2788.AG	0.6952975988388062	Hungary	Hungary_LateC_Protoboleraz.AG	5685.0
I2789.AG	0.48205330967903137	Hungary	Hungary_LateC_Protoboleraz.AG	5650.0
I2790.AG	0.8025113940238953	Hungary	Hungary_LateC_Protoboleraz.AG	5625.0
I2791.AG	0.7060477137565613	Hungary	Hungary_LateC_Protoboleraz.AG	5523.0
I2793.AG	0.7190492153167725	Hungary	Hungary_EarlyC_Tiszapolgar_Bodrogkeresztur.AG	6273.0
I2799.AG	0.5037262439727783	UnitedKingdom	Scotland_LIA.AG	2002.0
I2859.AG	0.6893625855445862	UnitedKingdom	Scotland_LBA.AG	2810.0
I2860.AG	0.7067679166793823	UnitedKingdom	Scotland_LBA.AG	2824.0
I2861.AG	0.5350819230079651	UnitedKingdom	Scotland_LBA.AG	2843.0
I2932.AG	0.670112133026123	UnitedKingdom	Scotland_N.AG	4433.0
I2933.AG	0.6261920928955078	UnitedKingdom	Scotland_N.AG	4877.0
I2934.AG	0.6392025351524353	UnitedKingdom	Scotland_N.AG	5138.0
I2935.AG	0.6846870183944702	UnitedKingdom	Scotland_N.AG	5115.0
I2977.AG	0.6649848818778992	UnitedKingdom	Scotland_N.AG	4843.0
I2978.AG	0.6794259548187256	UnitedKingdom	Scotland_N.AG	5140.0
I2979.AG	0.6776124835014343	UnitedKingdom	Scotland_N.AG	5104.0
I2980.AG	0.6857438087463379	UnitedKingdom	Scotland_N.AG	5173.0
I2981.AG	0.6732037663459778	UnitedKingdom	Scotland_C_EBA.AG	3711.0
I2982.AG	0.6901273727416992	UnitedKingdom	Scotland_MIA.AG	2250.0
I2983.AG	0.6944873929023743	UnitedKingdom	Scotland_MIA.AG	2257.0
I2988.AG	0.6801453232765198	UnitedKingdom	Scotland_N.AG	5398.0
I3005.AG	0.5604726076126099	UnitedKingdom	England_N.AG	5657.0
I3011.AG	0.32233238220214844	UnitedKingdom	England_EarlyMedieval_Saxon_o.AG	886.0
I3014.AG	0.5978444814682007	UnitedKingdom	England_MIA.AG	2225.0
I3025.AG	0.07624655961990356	UnitedKingdom	England_Mesolithic.AG	9257.0
I3033.AG	0.08719372749328613	UnitedKingdom	Wales_N.AG	5533.0
I3035.AG	0.5774805545806885	UnitedKingdom	England_N_o.AG	5700.0
I3037.AG	0.5299773812294006	UnitedKingdom	England_EarlyMedieval_Saxon.AG	1263.0
I3039.AG	0.11173766851425171	UnitedKingdom	England_N_1d.rel.I6761.AG	5525.0
I3040.AG	0.14971375465393066	UnitedKingdom	England_N.AG	5525.0
I3041.AG	0.5714197754859924	UnitedKingdom	Scotland_N_lowEEF.AG	5440.0
I3044.AG	0.6384490728378296	UnitedKingdom	England_EarlyMedieval_Saxon.AG	856.0
I3056.AG	0.3477197587490082	UnitedKingdom	England_EarlyMedieval_Saxon_contam.AG	1225.0
I3068.AG	0.5067700147628784	UnitedKingdom	England_N.AG	5533.0
I3083.AG	0.16923584043979645	UnitedKingdom	England_MIA.AG	2233.0
I3085.AG	0.6214451789855957	UnitedKingdom	Scotland_N.AG	5149.0
I3130.AG	0.692742109298706	UnitedKingdom	Scotland_LBA.AG	2844.0
I3132.AG	0.6559720039367676	UnitedKingdom	Scotland_C_EBA.AG	3927.0
I3133.AG	0.6786554455757141	UnitedKingdom	Scotland_N.AG	5446.0
I3134.AG	0.6846505403518677	UnitedKingdom	Scotland_N.AG	5461.0
I3135.AG	0.6717609763145447	UnitedKingdom	Scotland_N_lowEEF.AG	5517.0
I3136.AG	0.6767576932907104	UnitedKingdom	Scotland_N.AG	5397.0
I3137.AG	0.07429199665784836	UnitedKingdom	Scotland_N.AG	5350.0
I3138.AG	0.6948491334915161	UnitedKingdom	Scotland_N.AG	4998.0
I3139.AG	0.6766505837440491	UnitedKingdom	Scotland_N_lowEEF.AG	5350.0
I3255.AG	0.7337578535079956	UnitedKingdom	England_BellBeaker.AG	3994.0
I3256.AG	0.7142974138259888	UnitedKingdom	England_BellBeaker.AG	4063.0
I3269.AG	0.5679031610488892	Spain	Spain_C.AG	4850.0
I3270.AG	0.23950518667697906	Spain	Spain_C.AG	4850.0
I3271.AG	0.2758835554122925	Spain	Spain_C.AG	4850.0
I3272.AG	0.15468207001686096	Spain	Spain_C.AG	4959.0
I3273.AG	0.11301665008068085	Spain	Spain_MLN.AG	5403.0
I3303.AG	0.3404116630554199	Turkey	Turkey_Aegean_Bodrum_Halikarnassos_Ancient2.AG	2217.0
I3308.AG	0.057680655270814896	Turkey	Turkey_Aegean_Bodrum_Halikarnassos_Ancient3.AG	2127.0
I3311.AG	0.6359227299690247	Turkey	Turkey_Aegean_Bodrum_Halikarnassos_Ancient1.AG	2127.0
I3313.AG	0.6800293326377869	Croatia	Croatia_EIA_mother.I26742.AG	2722.0
I3322.AG	0.5309173464775085	Spain	Spain_IA.AG	2500.0
I3324.AG	0.2101559340953827	Spain	Spain_IA_o.AG	2223.0
I3432.AG	0.48043695092201233	Portugal	Portugal_C.AG	4924.0
I3433.AG	0.6703351736068726	Croatia	Croatia_N_Cardial.AG	7800.0
I3485.AG	0.4015675485134125	Spain	Spain_EBA.AG	4050.0
I3487.AG	0.07509815692901611	Spain	Spain_EBA.AG	3603.0
I3488.AG	0.07038368284702301	Spain	Spain_EBA.AG	3575.0
I3490.AG	0.18639463186264038	Spain	Spain_EBA.AG	3450.0
I3491.AG	0.0790243074297905	Spain	Spain_EBA.AG	3450.0
I3493.AG	0.2522868812084198	Spain	Spain_MBA.AG	3301.0
I3494.AG	0.5929710268974304	Spain	Spain_EBA.AG	3781.0
I3496.AG	0.11824855208396912	Spain	Spain_IA.AG	2200.0
I3498.AG	0.42964428663253784	Croatia	Croatia_MN_Sopot.AG	7681.0
I3499.AG	0.35976749658584595	Croatia	Croatia_LateC_EBA_Vucedol.AG	4718.0
I3528.AG	0.192477285861969	Hungary	Hungary_EBA_BellBeaker.AG	4364.0
I3529.AG	0.48375484347343445	Hungary	Hungary_EBA_BellBeaker.AG	4300.0
I3535.AG	0.21095722913742065	Hungary	Hungary_MN_AVK.AG	7068.0
I3537.AG	0.20613650977611542	Hungary	Hungary_MN_AVK_Szatmar_o.AG	7366.0
I3566.AG	0.6784559488296509	UnitedKingdom	Scotland_LIA.AG	2031.0
I3567.AG	0.7052690982818604	UnitedKingdom	Scotland_LIA.AG	2037.0
I3568.AG	0.6818054914474487	UnitedKingdom	Scotland_LIA.AG	1912.0
I3574.AG	0.08260253816843033	Spain	Spain_Visigoth_Granada.AG	1450.0
I3575.AG	0.2431507259607315	Spain	Spain_Visigoth_Granada.AG	1450.0
I3576.AG	0.6992294192314148	Spain	Spain_Visigoth_Granada.AG	1468.0
I3577.AG	0.05826945975422859	Spain	Spain_Visigoth_Granada.AG	1450.0
I3578.AG	0.11055682599544525	Spain	Spain_Visigoth_Granada.AG	1450.0
I3579.AG	0.09371434152126312	Spain	Spain_Visigoth_Granada.AG	1450.0
I3581.AG	0.42057788372039795	Spain	Spain_Visigoth_Granada.AG	1450.0
I3582.AG	0.283844530582428	Spain	Spain_Visigoth_Granada.AG	1450.0
I3583.AG	0.10827379673719406	Spain	Spain_Visigoth_Granada.AG	1450.0
I3585.AG	0.6240761280059814	Spain	Spain_Visigoth_Granada.AG	1195.0
I3588.AG	0.3578551113605499	Germany	Germany_BellBeaker.AG	4175.0
I3589.AG	0.45573970675468445	Germany	Germany_BellBeaker.AG	4175.0
I3590.AG	0.3679644763469696	Germany	Germany_BellBeaker.AG	4186.0
I3594.AG	0.5275499820709229	Germany	Germany_BellBeaker.AG	4175.0
I3597.AG	0.10293808579444885	Germany	Germany_BellBeaker_1d.rel.I3594.AG	4175.0
I3600.AG	0.25241339206695557	Germany	Germany_BellBeaker.AG	4175.0
I3601.AG	0.5654952526092529	Germany	Germany_BellBeaker.AG	4175.0
I3642.AG	0.10428924858570099	Italy	Italy_Sardinia_LBA.AG	2994.0
I3714.AG	0.10260070115327835	Ukraine	Ukraine_N.AG	7200.0
I3715.AG	0.3992423415184021	Ukraine	Ukraine_N.AG	7526.0
I3716.AG	0.08210700005292892	Ukraine	Ukraine_N.AG	7347.0
I3717.AG	0.4251796305179596	Ukraine	Ukraine_N.AG	7242.0
I3719.AG	0.16540539264678955	Ukraine	Ukraine_N_o2.AG	6831.0
I3741.AG	0.6028825044631958	Italy	Italy_Sardinia_LBA.AG	3088.0
I3743.AG	0.6539736390113831	Italy	Italy_Sardinia_EBA.AG	3985.0
I3756.AG	0.5132800936698914	Spain	Spain_EBA.AG	3860.0
I3759.AG	0.6290541887283325	Spain	Spain_IA_Celt.AG	2222.0
I3775.AG	0.10083267837762833	Spain	Spain_Visigoth_Barcelona.AG	1300.0
I3777.AG	0.2838558852672577	Spain	Spain_Visigoth_Barcelona.AG	1300.0
I3808.AG	0.4989639222621918	Spain	Spain_NazariPeriod_Muslim.AG	400.0
I3810.AG	0.08957407623529434	Spain	Spain_NazariPeriod_Muslim_African.AG	400.0
I3866.AG	0.08823021501302719	Spain	Spain_Visigoth_Barcelona.AG	1300.0
I3874.AG	0.55970698595047	France	France_EBA_BellBeaker.AG	4065.0
I3875.AG	0.6730350852012634	France	France_EBA_BellBeaker.AG	3985.0
I3876.AG	0.6428050398826599	Italy	Italy_Sicily_LBA.AG	2928.0
I3879.AG	0.133900448679924	Bulgaria	Bulgaria_MalakPreslavets_N_oHighEEF.AG	7550.0
I3947.AG	0.6499955654144287	Croatia	Croatia_N_Cardial.AG	7834.0
I3948.AG	0.6528714895248413	Croatia	Croatia_N_Cardial.AG	7863.0
I3965.AG	0.58199143409729	Israel	Israel_MLBA.AG	3650.0
I3966.AG	0.6143260598182678	Israel	Israel_MLBA.AG	3650.0
I3980.AG	0.26449519395828247	Spain	Spain_Roman_oAfrica.AG	1387.0
I4054.AG	0.22443640232086182	Spain	Spain_Roman_oAfrica_brother.I3983.AG	1650.0
I4068.AG	0.40206876397132874	Netherlands	Netherlands_LNB_BellBeaker.AG	3985.0
I4069.AG	0.6140275597572327	Netherlands	Netherlands_LNB_BellBeaker.AG	3966.0
I4070.AG	0.5935581922531128	Netherlands	Netherlands_EBA.AG	3703.0
I4071.AG	0.6617488861083984	Netherlands	Netherlands_EBA.AG	3717.0
I4073.AG	0.6474595069885254	Netherlands	Netherlands_LNB_BellBeaker.AG	3992.0
I4075.AG	0.6585316061973572	Netherlands	Netherlands_LNB_BellBeaker.AG	3950.0
I4076.AG	0.37901708483695984	Netherlands	Netherlands_BellBeaker.AG	3763.0
I4088.AG	0.6007057428359985	Romania	Romania_C_Bodrogkeresztur.AG	6191.0
I4089.AG	0.6670935153961182	Romania	Romania_C_Bodrogkeresztur.AG	5636.0
I4109.AG	0.6725873947143555	Italy	Italy_Sicily_MBA_o3.AG	3516.0
I4110.AG	0.5000888109207153	Ukraine	Ukraine_Eneolithic_SeredniiStih_oHG.AG	5394.0
I4111.AG	0.6258612275123596	Ukraine	Ukraine_N.AG	6593.0
I4114.AG	0.5055842995643616	Ukraine	Ukraine_N.AG	7350.0
I4167.AG	0.050950802862644196	Croatia	Croatia_N_Starcevoup.POP07.AG	6635.0
I4168.AG	0.1744426041841507	Croatia	Croatia_MN_Sopotup.POP14.AG	6588.0
I4178.AG	0.5028941035270691	Hungary	Hungary_EBA_BellBeaker.AG	4300.0
I4184.AG	0.3704405426979065	Hungary	Hungary_LN_Sopot.AG	6754.0
I4186.AG	0.05322733893990517	Hungary	Hungary_MN_AVK_Esztar.AG	7050.0
I4188.AG	0.24877677857875824	Hungary	Hungary_MN_AVK.AG	7050.0
I4189.AG	0.6559395790100098	Hungary	Hungary_C_Balaton_Lasinja.AG	6050.0
I4196.AG	0.5528173446655273	Hungary	Hungary_MN_LBK.AG	7050.0
I4199.AG	0.23791800439357758	Hungary	Hungary_MN_AVK_Tiszadob.AG	7050.0
I4247.AG	0.16443541646003723	Spain	Spain_C.AG	4302.0
I4251.AG	0.06995221972465515	Poland	Poland_BellBeaker.AG	4219.0
I4253.AG	0.3865182399749756	Poland	Poland_BellBeaker.AG	4266.0
I4303.AG	0.6387953758239746	France	France_MN_1.AG	6624.0
I4331.AG	0.6164509057998657	Croatia	Croatia_MBA.AG	3519.0
I4332.AG	0.6248311996459961	Croatia	Croatia_MBA.AG	3508.0
I4432.AG	0.634069561958313	Latvia	Latvia_Mesolithic.AG	7958.0
I4434.AG	0.633144199848175	Latvia	Latvia_Mesolithic.AG	7441.0
I4435.AG	0.6235141158103943	Latvia	Latvia_MN_o3.AG	5972.0
I4436.AG	0.6387823820114136	Latvia	Latvia_MN_o2.AG	6109.0
I4437.AG	0.6269811987876892	Latvia	Latvia_MN.AG	6164.0
I4438.AG	0.6438472270965576	Latvia	Latvia_Mesolithic.AG	7248.0
I4439.AG	0.6442859768867493	Latvia	Latvia_Mesolithic.AG	7646.0
I4440.AG	0.6254386901855469	Latvia	Latvia_Mesolithic.AG	7074.0
I4441.AG	0.6348554491996765	Latvia	Latvia_EN.AG	6718.0
I4517.AG	0.37019479274749756	Israel	Israel_IA.AG	2951.0
I5207.AG	0.7823883295059204	Austria	Austria_N_LBK.AG	7100.0
I5208.AG	0.7665579915046692	Austria	Austria_N_LBK.AG	7100.0
I5358.AG	0.2127017378807068	UnitedKingdom	Wales_N.AG	4918.0
I5359.AG	0.4549887180328369	UnitedKingdom	Wales_N.AG	5600.0
I5365.AG	0.10407595336437225	UnitedKingdom	England_LIA.AG	1960.0
I5366.AG	0.49612778425216675	UnitedKingdom	England_N.AG	5516.0
I5367.AG	0.6415382623672485	UnitedKingdom	Scotland_BellBeaker.AG	4312.0
I5371.AG	0.28833597898483276	UnitedKingdom	Scotland_N.AG	5600.0
I5373.AG	0.20262965559959412	UnitedKingdom	England_C_EBA_lowEEF.AG	4034.0
I5376.AG	0.1261073499917984	UnitedKingdom	England_BellBeaker_lowEEF.AG	4216.0
I5379.AG	0.5954430103302002	UnitedKingdom	England_BellBeaker_highEEF.AG	4333.0
I5382.AG	0.2773166298866272	UnitedKingdom	England_BellBeaker.AG	4070.0
I5385.AG	0.4696803689002991	UnitedKingdom	Scotland_BellBeaker.AG	4230.0
I5387.AG	0.28836193680763245	UnitedKingdom	England_N.AG	4850.0
