sample_id,z1,z2,z3,z4,z5,z6
I2533.AG,-1.3821197748184204,0.8010603785514832,-0.8011677265167236,-0.11409375816583633,0.385815292596817,-0.5802041292190552
I2534.AG,-1.410077452659607,0.7665208578109741,-0.7636169791221619,-0.08770767599344254,0.3582378923892975,-0.6339837908744812
I2566.AG,0.2802525460720062,-0.4933563768863678,0.8019657135009766,-0.13933119177818298,-0.8026546239852905,0.6871486306190491
I2567.AG,0.295541912317276,-0.5052779316902161,0.8812434077262878,-0.13097630441188812,-0.7629496455192566,0.6968377828598022
I2568.AG,0.3412010371685028,-0.5082255005836487,0.9037001132965088,-0.23960793018341064,-0.7475195527076721,0.6671320199966431
I2573.AG,0.31555721163749695,-0.5565564036369324,0.9123708605766296,-0.16949085891246796,-0.7451708912849426,0.7978335618972778
I2596.AG,0.36615848541259766,-0.5123855471611023,0.920721173286438,-0.17982351779937744,-0.779763400554657,0.6796737909317017
I2600.AG,0.3232195973396301,-0.4981379210948944,0.9373211860656738,-0.18059591948986053,-0.8222836256027222,0.7339071035385132
I2601.AG,0.3556464910507202,-0.49862897396087646,0.8230319619178772,-0.18791374564170837,-0.7708116769790649,0.6490949392318726
I2602.AG,0.223772794008255,-0.5696226358413696,0.9271498322486877,-0.15070891380310059,-0.7864279747009277,0.7945294380187988
I2605.AG,0.29396796226501465,-0.5951765179634094,0.8651078343391418,-0.23795515298843384,-0.7527123093605042,0.7687100768089294
I2609.AG,0.28394636511802673,-0.5597841739654541,0.9020262956619263,-0.17295700311660767,-0.7547105550765991,0.6873414516448975
I2610.AG,0.3107316792011261,-0.539311408996582,0.7993147373199463,-0.24015118181705475,-0.8147646188735962,0.7562839388847351
I2618.AG,0.3442237675189972,-0.5689175128936768,0.9208601713180542,-0.09756124019622803,-0.7270618081092834,0.8108587265014648
I2630.AG,0.32153433561325073,-0.5528018474578857,0.8400573134422302,-0.31267207860946655,-0.7781247496604919,0.7567493319511414
I2631.AG,0.3037084639072418,-0.5523566603660583,0.8889304399490356,-0.27443766593933105,-0.7674551606178284,0.7868589162826538
I2633.AG,0.39545005559921265,-0.5490268468856812,0.9181534051895142,-0.14838336408138275,-0.814579963684082,0.7608288526535034
I2635.AG,0.30996400117874146,-0.5290401577949524,0.9608983397483826,-0.23108454048633575,-0.7626851201057434,0.6439868807792664
I2637.AG,0.3283613920211792,-0.577220618724823,0.8584063649177551,-0.23472674190998077,-0.7992790937423706,0.6818263530731201
I2639.AG,0.2728961408138275,-0.5075234174728394,0.8583879470825195,-0.2005227655172348,-0.7464749813079834,0.7668242454528809
I2650.AG,0.30984243750572205,-0.5456239581108093,0.9100004434585571,-0.29742327332496643,-0.7703231573104858,0.8135672211647034
I2651.AG,0.3395214378833771,-0.6172391772270203,0.9125509262084961,-0.27268746495246887,-0.7714685797691345,0.6662636995315552
I2653.AG,0.28354066610336304,-0.5033194422721863,0.7851649522781372,-0.22145500779151917,-0.7658478021621704,0.7730954885482788
I2654.AG,0.33069244027137756,-0.5967491269111633,0.8998051285743713,-0.1601375788450241,-0.7529298663139343,0.7979627847671509
I2655.AG,0.3440178632736206,-0.6034467220306396,0.888988196849823,-0.203828826546669,-0.7859392762184143,0.765438437461853
I2659.AG,0.2600633502006531,-0.6053603887557983,0.818256676197052,-0.281562477350235,-0.8213872313499451,0.8207728266716003
I2660.AG,0.3934638202190399,-0.58202064037323,0.8402369618415833,-0.3411464989185333,-0.8355515599250793,0.7429385185241699
I2691.AG,0.23549917340278625,-0.5559316873550415,0.8703876733779907,-0.3395078182220459,-0.803977370262146,0.7500283718109131
I2692.AG,0.2985488474369049,-0.6290378570556641,0.9697966575622559,-0.21417833864688873,-0.8353337049484253,0.8242037892341614
I2693.AG,0.36831581592559814,-0.5586861968040466,0.9090508222579956,-0.16099205613136292,-0.7850484848022461,0.7849279642105103
I2694.AG,0.3024976849555969,-0.6082542538642883,0.8335240483283997,-0.20606568455696106,-0.7079691290855408,0.8979308009147644
I2695.AG,0.2947772145271301,-0.5504722595214844,0.869040846824646,-0.1732657104730606,-0.7545607686042786,0.6886644959449768
I2696.AG,0.34849271178245544,-0.5308250784873962,0.9758662581443787,-0.13859140872955322,-0.7559090256690979,0.7769983410835266
I2739.AG,-1.5922636985778809,1.8455651998519897,-0.3184380531311035,-0.3971702754497528,0.33812281489372253,-0.009228331968188286
I2741.AG,-1.6525510549545288,2.0131330490112305,-0.24974314868450165,-0.44203439354896545,0.21620875597000122,0.055638011544942856
I2743.AG,-1.6533827781677246,2.0035250186920166,-0.2987646758556366,-0.40193837881088257,0.29259514808654785,0.016058316454291344
I2744.AG,-1.6182315349578857,1.9571092128753662,-0.25227436423301697,-0.3255118429660797,0.2680670917034149,-0.006846810691058636
I2745.AG,-1.6054620742797852,2.052962064743042,-0.3284745514392853,-0.39194512367248535,0.2775738835334778,0.049626901745796204
