dim	pearson	spearman
1	-0.03141380964277018	-0.07978624203579932
2	0.1467266177773126	0.09446046842163859
3	-0.010395242265805484	-0.04750913187226187
4	0.06806427530882833	-0.026583401855524668
5	0.04987306562067521	0.08943744851768712
6	0.03311290349721873	0.006966503923271794
